start.ts,start._zone,start.loc.locale,start.loc.numberingSystem,start.loc.outputCalendar,start.loc.intl,start.loc.weekdaysCache.format,start.loc.weekdaysCache.standalone,start.loc.monthsCache.format,start.loc.monthsCache.standalone,start.loc.meridiemCache,start.loc.eraCache,start.loc.specifiedLocale,start.loc.fastNumbersCached,start.invalid,start.weekData,start.c.year,start.c.month,start.c.day,start.c.hour,start.c.minute,start.c.second,start.c.millisecond,start.o,start.isLuxonDateTime,end.ts,end._zone,end.loc.locale,end.loc.numberingSystem,end.loc.outputCalendar,end.loc.intl,end.loc.weekdaysCache.format,end.loc.weekdaysCache.standalone,end.loc.monthsCache.format,end.loc.monthsCache.standalone,end.loc.meridiemCache,end.loc.eraCache,end.loc.specifiedLocale,end.loc.fastNumbersCached,end.invalid,end.weekData,end.c.year,end.c.month,end.c.day,end.c.hour,end.c.minute,end.c.second,end.c.millisecond,end.o,end.isLuxonDateTime,profile_time,id,isRoot,service_name,trace_id,response_size,initiativeId,total_profile_time,total_events,total_response_size,requestedDays,requestHasAdId,query.partner_id,query_payload.fields,ad_id_count,adset_id_count,query,start.invalid.reason,start.invalid.explanation,start.c,end.invalid.reason,end.invalid.explanation,end.c
1555375443479.762,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,44,3,479,-420,true,1555375443720,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,44,3,720,-420,true,0.240238152997335,395-1676,false,mongoose,395,undefined,b9a496dc-876a-444c-875a-59cde9326554,2.691785354996682,4,196670,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":44,""second"":3,""millisecond"":479}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":44,""second"":3,""millisecond"":720}"
1555375443411.7942,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,44,3,411,-420,true,1555375443479,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,44,3,479,-420,true,0.067205725004897,395-1677,false,mongoose,395,undefined,b9a496dc-876a-444c-875a-59cde9326554,2.691785354996682,4,196670,15,true,73e4d6a0-80a9-483b-80b5-9a3c1a88289c,null,undefined,undefined,"{""partner_id"":""73e4d6a0-80a9-483b-80b5-9a3c1a88289c""}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":44,""second"":3,""millisecond"":411}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":44,""second"":3,""millisecond"":479}"
1555375431084.3945,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,51,84,-420,true,1555375431825,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,51,825,-420,true,0.740605389000848,396-1678,false,rhino,396,52332,b9a496dc-876a-444c-875a-59cde9326554,2.551537494000513,4,117580,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":51,""millisecond"":84}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":51,""millisecond"":825}"
1555375431078.4214,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,51,78,-420,true,1555375431080,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,51,80,-420,true,0.00157862699416,396-1679,false,augment_view_response_with_impala,396,undefined,b9a496dc-876a-444c-875a-59cde9326554,2.551537494000513,4,117580,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":51,""millisecond"":78}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":51,""millisecond"":80}"
1555375430971.1016,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,50,971,-420,true,1555375431078,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,51,78,-420,true,0.106898372003343,396-1680,false,impala,396,36399,b9a496dc-876a-444c-875a-59cde9326554,2.551537494000513,4,117580,15,true,null,"[""ad.bid.amount""]",1015,0,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":50,""millisecond"":971}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":51,""millisecond"":78}"
1555375429264.545,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,49,264,-420,true,1555375430967,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,50,967,-420,true,1.702455106002162,396-1681,false,rhino,396,52331,b9a496dc-876a-444c-875a-59cde9326554,2.551537494000513,4,117580,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":49,""millisecond"":264}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":50,""millisecond"":967}"
1555375430354.154,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,50,354,-420,true,1555375431182,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,51,182,-420,true,0.827845865002018,397-1682,false,rhino,397,52333,b9a496dc-876a-444c-875a-59cde9326554,1.9150947800080758,4,217457,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":50,""millisecond"":354}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":51,""millisecond"":182}"
1555375430348.4104,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,50,348,-420,true,1555375430350,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,50,350,-420,true,0.001589489998878,397-1683,false,augment_view_response_with_impala,397,undefined,b9a496dc-876a-444c-875a-59cde9326554,1.9150947800080758,4,217457,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":50,""millisecond"":348}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":50,""millisecond"":350}"
1555375430166.779,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,50,166,-420,true,1555375430348,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,50,348,-420,true,0.18122102500638,397-1684,false,impala,397,36399,b9a496dc-876a-444c-875a-59cde9326554,1.9150947800080758,4,217457,15,true,null,"[""ad.bid.amount""]",1015,0,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":50,""millisecond"":166}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":50,""millisecond"":348}"
1555375429258.5615,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,49,258,-420,true,1555375430163,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,50,163,-420,true,0.904438400000799,397-1685,false,rhino,397,151685,b9a496dc-876a-444c-875a-59cde9326554,1.9150947800080758,4,217457,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":49,""millisecond"":258}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":50,""millisecond"":163}"
1555375417594.0242,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,37,594,-420,true,1555375418303,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,38,303,-420,true,0.708975745001226,398-1686,false,rhino,398,52332,b9a496dc-876a-444c-875a-59cde9326554,1.8998797219974222,2,196670,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":37,""millisecond"":594}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":38,""millisecond"":303}"
1555375416397.096,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,36,397,-420,true,1555375417588,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,37,588,-420,true,1.190903976996196,398-1687,false,rhino,398,151685,b9a496dc-876a-444c-875a-59cde9326554,1.8998797219974222,2,196670,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":36,""millisecond"":397}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":37,""millisecond"":588}"
1555375417499.5557,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,37,499,-420,true,1555375418286,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,38,286,-420,true,0.786444436002057,399-1688,false,rhino,399,52332,b9a496dc-876a-444c-875a-59cde9326554,1.6336601540024276,2,96793,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":37,""millisecond"":499}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":38,""millisecond"":286}"
1555375416644.7842,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,36,644,-420,true,1555375417492,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,37,492,-420,true,0.847215718000371,399-1689,false,rhino,399,52332,b9a496dc-876a-444c-875a-59cde9326554,1.6336601540024276,2,96793,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":36,""millisecond"":644}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":37,""millisecond"":492}"
1555375380866.3955,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,0,866,-420,true,1555375381633,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,1,633,-420,true,0.766604378994089,400-1690,false,rhino,400,52332,b9a496dc-876a-444c-875a-59cde9326554,2.756410172994947,4,251225,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":0,""millisecond"":866}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":1,""millisecond"":633}"
1555375379126.6182,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,59,126,-420,true,1555375380852,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,0,852,-420,true,1.725381860000198,400-1691,false,rhino,400,206263,b9a496dc-876a-444c-875a-59cde9326554,2.756410172994947,4,251225,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":59,""millisecond"":126}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":0,""millisecond"":852}"
1555375378372.5151,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,372,-420,true,1555375378538,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,538,-420,true,0.165484953999112,400-1692,false,mongoose,400,undefined,b9a496dc-876a-444c-875a-59cde9326554,2.756410172994947,4,251225,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":372}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":538}"
1555375378273.061,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,273,-420,true,1555375378372,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,372,-420,true,0.098938980001549,400-1693,false,mongoose,400,undefined,b9a496dc-876a-444c-875a-59cde9326554,2.756410172994947,4,251225,15,true,73e4d6a0-80a9-483b-80b5-9a3c1a88289c,null,undefined,undefined,"{""partner_id"":""73e4d6a0-80a9-483b-80b5-9a3c1a88289c""}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":273}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":372}"
1555375380517.582,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,0,517,-420,true,1555375381676,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,1,676,-420,true,1.158417974002077,401-1694,false,rhino,401,52333,b9a496dc-876a-444c-875a-59cde9326554,2.2021881159962504,4,196670,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":0,""millisecond"":517}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":1,""millisecond"":676}"
1555375379658.1797,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,59,658,-420,true,1555375380511,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,0,511,-420,true,0.852820394000446,401-1695,false,rhino,401,151684,b9a496dc-876a-444c-875a-59cde9326554,2.2021881159962504,4,196670,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":59,""millisecond"":658}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":0,""millisecond"":511}"
1555375378316.6743,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,316,-420,true,1555375378448,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,448,-420,true,0.131325766997179,401-1696,false,mongoose,401,undefined,b9a496dc-876a-444c-875a-59cde9326554,2.2021881159962504,4,196670,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":316}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":448}"
1555375378256.376,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,256,-420,true,1555375378316,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,316,-420,true,0.059623980996548,401-1697,false,mongoose,401,undefined,b9a496dc-876a-444c-875a-59cde9326554,2.2021881159962504,4,196670,15,true,73e4d6a0-80a9-483b-80b5-9a3c1a88289c,null,undefined,undefined,"{""partner_id"":""73e4d6a0-80a9-483b-80b5-9a3c1a88289c""}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":256}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":316}"
1555375379831.9749,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,59,831,-420,true,1555375381326,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,43,1,326,-420,true,1.494025091000367,402-1698,false,rhino,402,52332,b9a496dc-876a-444c-875a-59cde9326554,2.347635880993039,4,18253,15,false,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":59,""millisecond"":831}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":43,""second"":1,""millisecond"":326}"
1555375379123.5562,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,59,123,-420,true,1555375379828,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,59,828,-420,true,0.70444390099874,402-1699,false,rhino,402,13719,b9a496dc-876a-444c-875a-59cde9326554,2.347635880993039,4,18253,15,false,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":59,""millisecond"":123}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":59,""millisecond"":828}"
1555375378308.496,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,308,-420,true,1555375378390,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,390,-420,true,0.081503803994565,402-1700,false,mongoose,402,undefined,b9a496dc-876a-444c-875a-59cde9326554,2.347635880993039,4,18253,15,false,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":308}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":390}"
1555375378240.337,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,240,-420,true,1555375378308,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,42,58,308,-420,true,0.067663084999367,402-1701,false,mongoose,402,undefined,b9a496dc-876a-444c-875a-59cde9326554,2.347635880993039,4,18253,15,false,73e4d6a0-80a9-483b-80b5-9a3c1a88289c,null,undefined,undefined,"{""partner_id"":""73e4d6a0-80a9-483b-80b5-9a3c1a88289c""}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":240}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":42,""second"":58,""millisecond"":308}"
1555375234057.6804,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,40,34,57,-420,true,1555375235613,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,40,35,613,-420,true,1.555319675993815,403-1702,false,rhino,403,52331,b9a496dc-876a-444c-875a-59cde9326554,3.424990400992101,2,251225,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":40,""second"":34,""millisecond"":57}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":40,""second"":35,""millisecond"":613}"
1555375232181.3293,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,40,32,181,-420,true,1555375234051,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,40,34,51,-420,true,1.869670724998286,403-1703,false,rhino,403,206263,b9a496dc-876a-444c-875a-59cde9326554,3.424990400992101,2,251225,15,true,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":40,""second"":32,""millisecond"":181}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":40,""second"":34,""millisecond"":51}"
1555375233161.0325,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,40,33,161,-420,true,1555375234079,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,40,34,79,-420,true,0.917967505003617,404-1704,false,rhino,404,52333,b9a496dc-876a-444c-875a-59cde9326554,2.50200700500136,2,18253,15,false,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":40,""second"":33,""millisecond"":161}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":40,""second"":34,""millisecond"":79}"
1555375231568.9604,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,40,31,568,-420,true,1555375233153,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,15,17,40,33,153,-420,true,1.584039499997743,404-1705,false,rhino,404,13719,b9a496dc-876a-444c-875a-59cde9326554,2.50200700500136,2,18253,15,false,null,null,undefined,undefined,undefined,null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":40,""second"":31,""millisecond"":568}",null,null,"{""year"":2019,""month"":4,""day"":15,""hour"":17,""minute"":40,""second"":33,""millisecond"":153}"
